sentence_id	sentence	variant	sentence_domain	source	is_used	clips_count
747e62bedd546175a87da498ac7d62a1700c83dbe68d2c798568924818e01e06	नेशनल हाइवे अथॉरिटी में वैकेंसी			sentence-collector	1	0
74b059fb501aa606147f454c7c55854f42d870a941c4406d058dc16ca12727e2	कश्मीर के दौरे पर आए यूरोपीय सांसद कर चुके हैं 'रेडिकल इस्लाम विरोधी' ट्वीट			sentence-collector	1	0
74d69c49255b53b145fcb416053298fd1c0e629eeaf92c07bd5f9f7c4b16066c	जम्मू-कश्मीर में पीएम और सोनिया, कहा आंतकी अपने मंसूबों में कामयाब नहीं होंगे			sentence-collector	1	0
752507e955b04f59b022060858e512b2cf334db8f27faf2eac817050a7f610a9	प्रियंका चोपड़ा ने 'दिल धड़कने दो' की टीम को दी सरप्राइज ट्रीट			sentence-collector	1	0
758005ff4d5ba0ea5f7240e4cbf0beb3aed9dcf5724f1a79edb0574f264aa012	Breaking News: एक क्लिक में पढ़ें दिन भर की बड़ी खबरें			sentence-collector	1	0
75bd46b3a39e59c92f22a28fab28f2e30de850c2c41d04881787fa22d3b2657e	कलयुगी पिता ने किया बेटी से रेप, तो भाई ने उतारा मौत के घाट			sentence-collector	1	0
75dcec473f6d23663236d4919403c3d234f45b41589435d7cca982a3fdd5e8aa	मुंबई पर फिर आतंकी हमले का खतरा			sentence-collector	1	0
760de70386d7871713ae0edfadb2a2e91e63a554189a13a107a7ccb6aa1b35ad	मुद्गल समिति ने जांच के स्वरूप पर की चर्चा			sentence-collector	1	0
761284fc67473dc96ca6961e0d3c6f38273765df671c0665ac8c3fca6abc6c59	मार्क जकरबर्ग का केजरीवाल स्‍टाइल: पहले गलती, फिर माफी			sentence-collector	1	0
76217ed347f8e91fcb68dd75ef560799f0db783ea6b88d45d48d9f249a7ad6af	तुम हमें पकड़ोगी।			sentence-collector	1	0
762793a3e9e78d68ab44a1231675cbcd0c3d650ea59e16a769ce710d8faa2381	उत्तराखण्ड चुनाव: कांग्रेस सबसे बड़ी पार्टी, खंडूरी हारे			sentence-collector	1	0
76469c054d16d19012150e7684e322a95734c98497c58688165ba331a8d27fa5	आतंकियों के निशाने पर है पाकिस्तानी कलाकार			sentence-collector	1	0
76a4b8843c2f32145b54bc7595e506f090d0d5f4f23d99430a312fa227d1f0f4	रितिक-कंगना मामले पर राकेश रोशन ने तोड़ी चुप्पी, जानकर हो जाएंगे हैरान			sentence-collector	1	0
76fa57eba894e33b1d936c2bf5f14a62995a26dfc88b7de7024a64f6340bd08b	गुजरात के आणंद में अचानक सड़क पर देखने को मिला पाकिस्तानी झंडा!			sentence-collector	1	0
773bf83c992ed214a4178e40d687c5fcef1ac4118307b6f257b71949335b4b27	एक क्लिक में पढ़िए शुक्रवार दिनभर की सभी बड़ी खबरें			sentence-collector	1	0
773c3938f38affd864b76cca3b93f598183596746f872bffd3ad50da61397795	दिल्ली: स्कूली बच्चों की सुरक्षा के लिए टास्क फोर्स बनाने का आदेश			sentence-collector	1	0
774eed188f98a85ed887327d59a1b759b6d6705c0ea2a5308510cfdc0d8d84bb	राजस्थान: बांध टूटने से बने बाढ़ के हालात			sentence-collector	1	0
77b0bd255359de8df3725c6cc9ae982801f54941b6bde797897cc948b02326c5	स्कूल में खुलेआम संबंध बनाते थे स्टूडेंट्स, पूर्व छात्रा का सनसनीखेज दावा			sentence-collector	1	0
77b5beea29a21427b901b7e89eeb8aded56b6d923177fc914ea8a3d75d9ba450	खूबसूरत स्किन पाने के लिए अपनाएं ये चार उपाय			sentence-collector	1	0
77c91c04b0e57d31ae3946da6f14e985d508828dde7b4c69667ac5c3c1d6f45f	धनतेरस पर दिल्ली के बाजार रहे फुल, सड़कें रहीं जाम			sentence-collector	1	0
77e8ef59f85524b55c26ff74de14b6d0f4ba7714af5c4d2768631088dc05d9e2	टीम इंडिया के लिए धोनी का स्पेशल 'मंत्र'			sentence-collector	1	0
77f5653aacb31a1e528fdfd45f7acdbe3a563447ae000b20edae50557d462c44	गलत नीतियों से खेती में पिछड़ रहा देश: मोदी			sentence-collector	1	0
780cf1baed39a3c7377773bf106d8ebd9866b832a154a1fc274f1d06436df34b	बुक रिव्यूः कामनाओं की लाश पर बैठ जीवन की शवसाधना करती मीरा			sentence-collector	1	0
781c9a9351c1a887cae234dc452e64c4d5ace6cbbe5abebe1cb1ac5a72f28365	करीब एक महीने तक चलेगी रोबक की मौत की जांच			sentence-collector	1	0
7823ac0e1af0a3da4aecd5b9f78532867eadc539d3a641087a716d5d747cbc17	'बैटमैन vs सुपरमैन: डॉन ऑफ जस्टिस' के ट्रेलर ने मचाई धूम			sentence-collector	1	0
782671656fea37687d94cbd52f139fa649c1d4a32cdef47b333068fa3ba696d2	छात्रों की पिटाई पर बोले बीएस बस्सी- पहले पुलिस को उकसाया गया			sentence-collector	1	0
7826ba43a1d1b1467c82d0195d8cd5f7adb186d377d54e57af1a80da8a034b5d	रद्द किया जाए बसपा का चुनाव चिन्ह: विपक्ष			sentence-collector	1	0
784b959fba3b6f2331a94a096ffce9df5ec20852f2d6976b6d5f4060dc8c510c	एडल्ट फिल्म देखने वाले ज्यादातर मर्द होते हैं धोखेबाज			sentence-collector	1	0
7861c41805e79eef20ca7c3cede2b89bcb4dbb38a01d3ab4490c9adae7deda64	सैक्रिफाइस स्त्री को ही करना पड़ता है: श्रीदेवी			sentence-collector	1	0
786a0ae064712631a8227468888459edcc3c036b7e3394c994460814c7b88182	गोडसे को देशभक्त बताने वाली प्रज्ञा ने 'गांधी संकल्प यात्रा' से बनाई दूरी			sentence-collector	1	0
786f905d7d82d58dbd7e0923a5422c5cd45e02cde264e177c49dc7afb43b98e5	आगरा-लखनऊ एक्सप्रेस वे पर बनेगा भारत का पहला रोड रनवे!			sentence-collector	1	0
7882ed4d76678af32a641f33d0cc13be0ee6966a53213e6e3ff6313f73c7ea39	अर्थात्: नया एशियाई टाइगर!			sentence-collector	1	0
78aa26ab8255f9c96071631272cc071da45e6d7ba43df3c0f411dff036fe975f	'पद्मावती' के लिए 'घूमर' गाने पर झूम रही हैं दीपिका पादुकोण			sentence-collector	1	0
78aff908387f02211bda85817478fafffeccb6e17fdb64235ea614782b9af559	बिहार: हाथीदह स्टेशन पर ट्रेन में डकैती, दो यात्रियों की हत्या			sentence-collector	1	0
78b491677cd0aad730e60721f06c396630d38d0ff5af51936f037eba7d867bb9	अब रिश्वत लेना ही नहीं- देना भी पड़ेगा महंगा, खानी पड़ेगी जेल की हवा			sentence-collector	1	0
78d089743b8d645304404b42fa37074d5247d9dcf74c3f7d2ce8b16f0c3467bb	जेवर कांडः राष्ट्रीय महिला आयोग की टीम नोएडा पहुंची, अधिकारियों से लेगी जानकारी			sentence-collector	1	0
78e4244b8128f99f1839866d8f41881cc58031dc2828a39a803f023a016c1d42	जम्मू-कश्मीरः रहनुमाई की मुश्किलें कई			sentence-collector	1	0
78e893619893fc921cb6650ba429bb483bc72849ef8567488c5de9aa2e92ea1c	अन्‍ना ने की दिल्‍ली की घेराबंदी			sentence-collector	1	0
791f9061ce3986bcfd99fcaf59b88f5dda1c6d39c206883a049237040ec280ad	कार्बन ने पेश किया डुअल सिम बजट स्मार्टफोन			sentence-collector	1	0
795b5cf4cec34a7f20767d973f15ce5aea63edaa02169ba41e618915bc37e187	आपको कुछ मिल जाये तो मुझे बता दीजिए।			sentence-collector	1	0
7960081b98b5590526d6ce21b7418b1ce45d0de31d2d24321df00c48a0b31db1	रेप कर बनाई अश्लील वीडियो, फिर ढाई माह तक लूटते रहे किशोरी की आबरू			sentence-collector	1	0
796a9ec0355cc19c3b8f3be25524d0ccd33bff31b33c32683fddf2b2cd57a566	केंद्रीय मंत्री साध्वी निरंजन ज्योति ने तंजील अहमद को बताया पाकिस्तानी			sentence-collector	1	0
797e8775c4ac7537fed11b49f0fb1ad1ef1e14b63be9955e336425eb457b2b6f	पाक चाहता है ईयू के साथ परमाणु समझौता			sentence-collector	1	0
79c2c4ec7f0c65cad1835bec5759d69e52ebce7e0d506de860652c4f196eb618	त्राल मुठभेड़ में मारा गया था जैश का कमांडर, मसूद अजहर का था करीबी			sentence-collector	1	0
79d74233e0b19fda9259dd6bdf0e21e1cd120a69730f69fd432c17ba0d4ca7c1	ट्रंप की अमेरिकी विदेश मंत्री को सलाह- नॉर्थ कोरिया से बातचीत 'समय की बर्बादी'			sentence-collector	1	0
79e30321b8b7b2b0370ccd78dfe1c4734953d6bbdec09e150d97aaf1880202ee	विकास में बाधा डालने वालों को मीडिया तवज्जो न देः शरद पवार			sentence-collector	1	0
79e6c896684afcb918dbe9dce6a8a9f67cc765a2235e592204b7b7001cd8a3ec	सीधा-सादा जीवन			sentence-collector	1	0
7a08d03bc6fdfb9ddce5037ff0046b5eee0f09bc5404e2bd1a367272fa8041a4	पंचायत ने सुनाया रेप पीड़िता को आरोपी के साथ रहने का फरमान			sentence-collector	1	0
7a31d342ea051b8063194146a92a575ab018410a3b1d48a723b2e8dc0cab8a7d	जब जिन्ना ने क्रिकेटरों को परोसा टोस्ट			sentence-collector	1	0
7a48e1aba68f87d1df40ec9d078e4312f2d58b6a04000d0a6a1d7574e4c36a5d	पंचायत ने पुजारी से कराई उठक-बैठक, महिला से मारपीट का आरोप			sentence-collector	1	0
7a4a72dbc02c900b6abf28e465e86ef7c379b56e2ed69720a7e8e49d4df2f102	न ट्रिपल तलाक वोट के लिए, न सरकार चुनाव के लिएः पीएम मोदी			sentence-collector	1	0
7a5f3ca40d3eea8710142ccce8890a91db15818ea2a399056552c90db36045f1	'पाकिस्तान की बहू' विवाद में सानिया मिर्जा को मिला सलमान खान का सपोर्ट			sentence-collector	1	0
7a8f49c2cf138035f775bb470e98e66fb0027f3c73efce3318d722e72b4f31c1	गाजियाबादः छात्र से दुष्कर्म के बाद बनाया एमएमएस			sentence-collector	1	0
7a8f848ccfd6570ab1935fbef667e81f45becbd0d0742cc896f68311c40e0433	जानें, आखिर कैसे आतंक की जन्नत बना पाकिस्तान			sentence-collector	1	0
7aaf3312cee2197955119e4f5bc6a2488370d8835e38214a0877352557775c61	महिलाओं के स्कर्ट में झांकना हो अपराध, छात्रा ने किया विरोध			sentence-collector	1	0
7ad0ad081156b34f8e868b4560253f35b480008bb34cdbcfd3f4f6e70b7e09c4	पेट्रोल के दाम बढा़ने का विरोध, ट्रेन रोकी			sentence-collector	1	0
7ad1203880ec6d528b9f24277ca021e2f740cf71032f9170fac483234304c97b	पार्टी के हर फैसले को किया स्वीकार, शीला दीक्षित ने कभी नहीं मानी हार			sentence-collector	1	0
7ada4fb58293168c1cad4b108c9473a3443dfb7faefc59128b278dda0a715e70	घबराया हुआ है पाकिस्तान, हवा में सन्नाटा, सभी फ्लाइट अनिश्चितकाल के लिए रद्द			sentence-collector	1	0
7ada87987cd5fbbf167c6e47af2d5b50153448b48b8a230f2a9a032f8c223210	मुलायम के जिले में चुनावी रंजिश, एक की हत्या			sentence-collector	1	0
7afd9ed53270fa30eb19ef1625df8fa29ab7a592717360b9921a55adba163126	रिलीज से पहले ही ट्विटर पर छाया 'टाइगर जिंदा है' का ट्रेलर			sentence-collector	1	0
7afef7f90423e8aed5acebb1425e06a8e7b3051ae7c76f9add463f0baef9e1a1	रेड लाइट एरिया की लड़की पढ़ने के लिए गयी अमेरिका			sentence-collector	1	0
7b0221a349c880c5bda48b002d91bc7b3c1db820791fc0ef7c757eb25cf5755f	बलात्कार के आरोप में सब इंसपेक्‍टर के खिलाफ मामला दर्ज			sentence-collector	1	0
7b1339928e5a0ddcb0e6c956d32e4ac650dc25b1ef4a3692df2250a5b576314f	कमलनाथ के लिए राजनयिक छूट पर फैसला नहीं			sentence-collector	1	0
7b33d0d5b1fbbe4b96af4faa6f5d94a81947c55119a5fdfa486d406ed77be9bf	जेल में बंद अस्मां हमदी फेसबुक से बनीं और पॉपुलर			sentence-collector	1	0
7b3e44c5e421c2f49f82d41b48cbecc5fb4dbc3a08592593f705354fe2b33356	फर्रुखाबाद से आप उम्मीदवार मुकुल त्रिपाठी ने लौटाया टिकट			sentence-collector	1	0
7b405a864fb5f9dfb528adcb196afa635e10a2bd91d227f1346161ab0bb33036	मां ने नाइट क्लब जाने के लिए बच्‍चे को कार में छोड़ा, गिरफ्तार			sentence-collector	1	0
7b4f0f67229ac9d91cd13776bbd79c4fdc991c8d6ed2fcd3c817dbf5ded17303	अगस्तावेस्टलैंडः एक और घोटाले का साया			sentence-collector	1	0
7b55133820488dbcfdc8968474234f9b0cce1bc16644dfcb4164573ccb05b9b5	काला धन: नाम सार्वजनिक करेगी सरकार, लिस्ट में कई हाई प्रोफाइल नेताओं के नाम			sentence-collector	1	0
7b5845f16a9727868253fce7a747efa69ea149de12e603a8877ab765a3637de9	अमेरिका, ब्रिटेन ने की विमान यात्रियों के मोबाइलों की जासूसी			sentence-collector	1	0
7b65735c55904728ff73d17746103dd75b724278357b24b0767e5fe49da6e747	जितने महीने रही लड़खड़ाती ही रही कर्नाटक की कुमारस्वामी सरकार			sentence-collector	1	0
7b6cdf29c16a7ab2da6249893ea8e40a643c66d2ec8a57cab0f1b4a292c33110	इन मेट्रो स्टेशनों पर यात्र‍ियों की मदद के लिए तैनात होंगे पूर्व सैनिक			sentence-collector	1	0
7b85c485cbf8d110b9cf9488cd6460f7243f4cf2af995da6382e09edd65b538b	विहिप नेता की हत्या के बाद सांप्रदायिक तनाव			sentence-collector	1	0
7b94149e8011034221d9a40d0aebf1f1877fa6e237ac9f1a2381497941efeda8	Freaky Ali नवाजुद्दीन 'दिन में करेंगे जगराता'			sentence-collector	1	0
7ba23b2bfa6c04a0729b2ba11981e1e18afc01bb13ad7cc22115e2e7b7179f48	नीतीश से खफा मंत्री रमई राम ने अतिरिक्त प्रभार से दिया इस्तीफा			sentence-collector	1	0
7ba7f400c671647133ae1e7325ca4afab7da4522ee3da87dc69d708ebdba31a6	...जब ट्रंप ने मोदी को कराई अब्राहम लिंकन के कमरे की सैर			sentence-collector	1	0
7ba9f7545c893e0cffa81e33478f662f31c9a14de8f3f0f603b8a7c373db7045	बर्थडे पर वीरेंद्र सहवाग ने कहा- जल्द ही ट्विटर पर कमेंटरी करूंगा			sentence-collector	1	0
7bab8a21e2e8977ed8021d34ee383eb021d3122996fe67aef04cb78523aed03f	भारत में इस दिन लॉन्च होगा Xiaomi का नया स्मार्टफोन			sentence-collector	1	0
7bc67ef71fc523fedfdd724755dfa00059808ff9a61bb9cf5f0c5b99fde4d872	इंस्टाग्राम पर तस्वीर शेयर कर मंदाना ने किया अपनी सगाई का खुलासा			sentence-collector	1	0
7be6a43fe783f3ef886b1445379c27fd3394a7e9615ee282abe1f1e7d36ffb56	वाराणसी ब्लास्ट में दूसरी मौत, मध्य प्रदेश की फूलमती की हुई मौत			sentence-collector	1	0
7bf9d1093db047cc85b751495d9a0d0f22e3c8cd37eed8204b3d0832533537f5	मुझे आपको चोदना है।			sentence-collector	1	0
7c07f7491aedfe928c182a655b20824acb2e4d55dc5c2e31f0f012016b29703b	अर्थात्: आकस्मिकता के विरुद्ध			sentence-collector	1	0
7c0cc3de6bda7d92ef44cfbe494e81fd8fb29ec157e9aeee940796f0d8e27c5d	नोटबंदी: उर्जित पटेल पर फिर दागे जाएंगे सवाल, देना होगा पूरा आंकड़ा			sentence-collector	1	0
7c2e36990909bd1b22cef830ffef3c715f7baf0fd13ef7d79190956299a09ad2	बिहार में शराबबंदी कानून को लेकर सरकार ने मांगी जनता की राय, निकाला विज्ञापन			sentence-collector	1	0
7c38979126532b999c07579febb3a86587b742bfc3c832c271bcdf08f81b5389	सुनंदा पुष्कर केसः शशि थरूर को नहीं मिले पूरे दस्तावेज, सुनवाई टली			sentence-collector	1	0
7c4305aed00602c4c43d190edfbfe7882233647eb99249a7b59695372c935919	इयान मैक्केलेन के साथ डिनर में शामिल हुए आमिर खान			sentence-collector	1	0
7c4a30d72bc13828298e9f2705cefdf51a1c3f85faec71d7d0f8a6ee8ebd743d	शास्त्री भवन में लगी आग, राहुल गांधी बोले- फाइलें जलाकर नहीं बचोगे मोदी जी			sentence-collector	1	0
7c5cf731b5f167a538ada563b2492d678474fb4f0ffb2b51a00aa8a100fb2962	नीतीश का क्या भ्रष्टाचार को लेकर भी लालू के साथ गठबंधन है: पासवान			sentence-collector	1	0
7c67f703f642120c969d4a8a5ba6860c0c5b74693264f2c4a35f388709e5eee2	कितने बजे हैं			sentence-collector	1	0
7c6bc27aa1f932312fab11c1561912c96372bf2caa0c2d1bb37f82af396faaa5	जम्मू में बोले राहुल गांधी, 'जब तक आपको हक नहीं मिलता,यहां आता रहूंगा'			sentence-collector	1	0
7c76a7625f744c253aa787cff12a5164bbbccc1cc2a3af544b430ebe46adacc5	मिशेल ओबामा को पुलिस अधिकारी ने दी जान से मारने की धमकी			sentence-collector	1	0
7c7bdf347e3411d9f818b0b10cc29fb7a2e2cf6832f19a2ae0a4e2d7e7b2abf4	नासा ने शोधकर्ताओं को दिए करोड़ों रुपये, कहा-'यूरीन से बनाओ एस्ट्रोनॉट का खाना'			sentence-collector	1	0
7c7f02c00bb9c8cf7ca15b8a36f3edd40244acf95d415cab946fcd45bd1a765e	पूर्ति ग्रुप मामला: आयकर विभाग ने की गडकरी से पूछताछ			sentence-collector	1	0
7c817ad565aa41ebccd8ccd4b9906e9e46da1d724c7cab25433bb4772464a048	टीम इंडिया के बल्लेबाजों की मदद के लिए इंजीनियर्स ने बनाया बैट			sentence-collector	1	0
7c966d0fe173162310ec9f24180d034f317f88d5acee8d2803645370900af0fc	नेपाल के बाढ़ग्रस्‍त इलाकों में आपातकाल लागू			sentence-collector	1	0
7c9c4f8b90ee28d55cd7507f0982915d13b2a544fab1362128e885ce7f50732f	पिछले तीन सालों में सांप्रदायिक दंगों में सबसे ज्यादा धधका यूपी			sentence-collector	1	0
7cd487b338f7153f8da3c89018979a9c93412cc54c1e5dc1f3c3918632d082ed	नौकरी ढूंढ़ने में अब आपकी मदद करेगा Twitter			sentence-collector	1	0
7cd862f8cc83d2e7308f47a26fe7ae4944dd5d789f0129ca81e828e85d8c8418	छोले खाने के ये फायदे आपको हैरत में डाल देंगे			sentence-collector	1	0
7ce089d39cc85b0716d3b53928b8bc3270c3310cee2e795e930d7fab79900d4d	भारत से बराबरी के लिए अमेरिका की ओर ताक रहा पाक			sentence-collector	1	0
7ce3e83f154489ea33637f181bce556874c2a73c92068cfd1fc376440df8dd74	सर्व शिक्षा अभियान में ग्रेजुएट्स के लिए वैकेंसी			sentence-collector	1	0
7ce48964e0d0a1288cc49f1c5b3b9c4b256b19ca4a14e60b3399001dd8d8f226	युवराज सिंह क्रिकेट छोड़ने के बाद अब क्या करेंगे, बताया फ्यूचर प्लान			sentence-collector	1	0
7ce81798bff293aa96b06aa319e4c2d5bd8e03d36708c54a6bdbaece34ffd435	टॉम को दूसरों को ट्रोल करने में मज़ा आता है।			sentence-collector	1	0
7ceb439b1685fe824e0affa852d50c4a582ca5977870874b1199e09dfe00881c	उत्तर प्रदेश के कई जिलों में सपा और कांग्रेस की रैली पर लाठीचार्ज			sentence-collector	1	0
7cf86ade73fceed499183a7b5d6e6282bcc8e3d7889199e38de1da0a572e0830	बुराई पर अच्छाई की जीत का प्रतीक है विजयादशमी			sentence-collector	1	0
7d0017dbe5cfd255f120e705c3503e834a9364cb8d9046b538fa8ed94dfac271	गुजरात: कोर्ट ने आसाराम को दिया झटका, अस्थाई जमानत याचिका खारिज			sentence-collector	1	0
7d0639aa971704d9cbbcc08314ad1c17151c3985390cae5ad40ea6dfb8c1b89e	कर्मचारियों की कामचोरी से परेशान हुए डिप्टी मेयर, दफ्तर पर जड़ दिया ताला			sentence-collector	1	0
7d0c6f2047bf0bd3aaa4b4940e0849e80164ba70e3354bde9ad572b0e43630f4	मुझे नहीं चाहिए लॉलीपॉप कमेटी में जगह, मोदी की टीम पर बोले शत्रुघ्न सिन्हा			sentence-collector	1	0
7d142436290c63a81b775053c631e8b1898dff024f47dd030551a4c48a7a5011	गांगुली बोले- विराट को अपने खिलाड़ियों को लगातार मौके देने होंगे			sentence-collector	1	0
7d506a9fbcb9e9c052173cb6b007e517b67f825783295241758bc7c848c00887	ग्लैमरस अवतार			sentence-collector	1	0
7d67023483afa3cca82547121eb1103f2db30b35f21196375f986131635d9cf6	जॉन अब्राहम की फोटो पर पत्नी प्रिया रुंचाल ने किया मजेदार कमेंट, लिखा क्यूटी....			sentence-collector	1	0
7d67c6ecdcc53d0a224b81d93138614fed572d5d793d97bd40c296052bfb54f1	बेडरूम तक रिश्ते को ले जाने से पहले पांच बार डेट करती हैं महिलाएं			sentence-collector	1	0
7d6ac103d08a2ac2737ec97c13493f46c0fdddf37b59092cca4306116e947f4e	बार बालाओं संग पुलिसवालों का अश्लील डांस, जमकर लुटाए नोट			sentence-collector	1	0
7d6aef99f0f8ac64c4abf04ad7ed1b272ac8c6f07fc71ee8b2fbe0cf79ce45f4	उत्तर प्रदेश में डॉक्टरों की हड़ताल पर सस्‍पेंस			sentence-collector	1	0
7d75110e6657a2f240e5b50e307c5a04c615a2ac6a93175a57ca1d43b665c3ab	मुंबई धमाकों की जांच से हटी एनआईए की टीम			sentence-collector	1	0
7d7a09bed4ff347a5a6c206c2ae743cbd41d6b86bb207ba88bf6fdab7b838c75	मेहमान का पन्नाः निकलो-निकलो, निकलते जाओ			sentence-collector	1	0
7d7c8be49b68856eabdcc17c3056d3c2999ab8645c83ab14ff76d38c7cef86c1	क्या प्रेग्नेंट हैं कपिल शर्मा की वाइफ? आ रही हैं ऐसी रिपोर्ट्स			sentence-collector	1	0
